SKU,UPC,Inventory On Hand, Livermore,Atlanta,Safety Lock Qty,Avilable For Channel Sales,Avilable For HPD Website,Hemming Allowed
EFSCH-20134E2-CUS,"799418015019","0","0","0","0","0","0","N"
JQCH-HANB13C,"","88","","","0","0","0","N"
JQCH-HANB13C-84,"799418013671","23","0","23","0","23","23","N"
JQCH-HANB13C-96,"799418013688","22","0","22","0","22","22","N"
JQCH-HANB13C-108,"799418013695","43","0","43","0","43","43","N"
JQCH-HANB13C-120,"799418013701","0","0","0","0","0","0","N"
JQCH-HANB13C-CUS,"799418013725","0","0","0","0","0","0","N"
JQCH-HANB13B,"","22","","","0","0","0","N"
JQCH-HANB13B-84,"799418013602","0","0","0","0","0","0","N"
JQCH-HANB13B-96,"799418013619","0","0","0","0","0","0","N"
JQCH-HANB13B-108,"799418013626","22","0","22","0","22","22","N"
JQCH-HANB13B-120,"799418013633","0","0","0","0","0","0","N"
JQCH-HANB13B-CUS,"799418013657","0","0","0","0","0","0","N"
JQCH-HANB13A,"","182","","","0","0","0","N"
JQCH-HANB13A-84,"799418013534","39","0","39","0","39","39","N"
JQCH-HANB13A-96,"799418013541","37","0","37","0","37","37","N"
JQCH-HANB13A-108,"799418013558","68","0","68","0","68","68","N"
JQCH-HANB13A-120,"799418013565","38","0","38","0","38","38","N"
JQCH-HANB13A-CUS,"799418013589","0","0","0","0","0","0","N"
EFSCH-PLK850C1,"","319","","","0","0","0","N"
EFSCH-PLK850C1-84,"799418014050","0","0","0","0","0","0","N"
EFSCH-PLK850C1-96,"799418014067","114","0","114","0","114","114","N"
EFSCH-PLK850C1-108,"799418014074","136","0","136","5","131","136","N"
EFSCH-PLK850C1-120,"799418014081","69","0","69","0","69","69","N"
EFSCH-PLK850C1-CUS,"799418014104","0","0","0","0","0","0","N"
EFSCH-PLK850C2,"","287","","","0","0","0","N"
EFSCH-PLK850C2-84,"799418014128","0","0","0","0","0","0","N"
EFSCH-PLK850C2-96,"799418014135","121","0","121","0","121","121","N"
EFSCH-PLK850C2-108,"799418014142","104","104","0","5","99","104","N"
EFSCH-PLK850C2-120,"799418014159","62","0","62","0","62","62","N"
EFSCH-PLK850C2-CUS,"799418014173","0","0","0","0","0","0","N"
EFSCH-PLK850C4,"","262","","","0","0","0","N"
EFSCH-PLK850C4-84,"799418014265","0","0","0","0","0","0","N"
EFSCH-PLK850C4-96,"799418014272","82","0","82","0","82","82","N"
EFSCH-PLK850C4-108,"799418014289","121","0","121","0","121","121","N"
EFSCH-PLK850C4-120,"799418014296","59","0","59","0","59","59","N"
EFSCH-PLK850C4-CUS,"799418014319","0","0","0","0","0","0","N"
EFSCH-PLK850C3,"","266","","","0","0","0","N"
EFSCH-PLK850C3-84,"799418014197","0","0","0","0","0","0","N"
EFSCH-PLK850C3-96,"799418014203","133","0","133","0","133","133","N"
EFSCH-PLK850C3-108,"799418014210","133","133","0","0","133","133","N"
EFSCH-PLK850C3-120,"799418014227","0","0","0","0","0","0","N"
EFSCH-PLK850C3-CUS,"799418014241","0","0","0","0","0","0","N"
EFSCH-PLK850C5,"","169","","","0","0","0","N"
EFSCH-PLK850C5-84,"799418014333","0","0","0","0","0","0","N"
EFSCH-PLK850C5-96,"799418014340","106","0","106","0","106","106","N"
EFSCH-PLK850C5-108,"799418014357","0","0","0","0","0","0","N"
EFSCH-PLK850C5-120,"799418014364","63","0","63","0","63","63","N"
EFSCH-PLK850C5-CUS,"799418014388","0","0","0","0","0","0","N"
JQCH-HANB7,"","22","","","0","0","0","N"
JQCH-HANB7-84,"799418013046","0","0","0","0","0","0","N"
JQCH-HANB7-96,"799418013053","0","0","0","0","0","0","N"
JQCH-HANB7-108,"799418013060","0","0","0","0","0","0","N"
JQCH-HANB7-120,"799418013077","22","0","22","0","22","22","N"
JQCH-HANB7-CUS,"799418013091","0","0","0","0","0","0","N"
DS-TS002,"","0","","","0","0","0","N"
DS-TS002-84,"799418019840","0","0","0","0","0","0","N"
DS-TS002-96,"799418019857","0","0","0","0","0","0","N"
DS-TS002-108,"799418019864","0","0","0","0","0","0","N"
DS-TS002-120,"799418019871","0","0","0","0","0","0","N"
DS-TS002-CUS,"799418019895","0","0","0","0","0","0","N"
DS-TS001,"","0","","","0","0","0","N"
DS-TS001-84,"799418019772","0","0","0","0","0","0","N"
DS-TS001-96,"799418019789","0","0","0","0","0","0","N"
DS-TS001-108,"799418019796","0","0","0","0","0","0","N"
DS-TS001-120,"799418019802","0","0","0","0","0","0","N"
DS-TS001-CUS,"799418019826","0","0","0","0","0","0","N"
DS-SLK02,"","0","","","0","0","0","N"
DS-SLK02-84,"799418019499","0","0","0","0","0","0","N"
DS-SLK02-96,"799418019505","0","0","0","0","0","0","N"
DS-SLK02-108,"799418019512","0","0","0","0","0","0","N"
DS-SLK02-120,"799418019529","0","0","0","0","0","0","N"
DS-SLK02-CUS,"799418019543","0","0","0","0","0","0","N"
DS-PS002,"","0","","","0","0","0","N"
DS-PS002-84,"799418019352","0","0","0","5","0","0","N"
DS-PS002-96,"799418019369","0","0","0","5","0","0","N"
DS-PS002-108,"799418019376","0","0","0","5","0","0","N"
DS-PS002-120,"799418019383","0","0","0","5","0","0","N"
DS-PS002-CUS,"799418019406","0","0","0","0","0","0","N"
DS-PS003,"","0","","","0","0","0","N"
DS-PS003-84,"799418019420","0","0","0","0","0","0","N"
DS-PS003-96,"799418019437","0","0","0","0","0","0","N"
DS-PS003-108,"799418019444","0","0","0","0","0","0","N"
DS-PS003-120,"799418019451","0","0","0","0","0","0","N"
DS-PS003-CUS,"799418019475","0","0","0","0","0","0","N"
DS-PS001,"","0","","","0","0","0","N"
DS-PS001-84,"799418019284","0","0","0","5","0","0","N"
DS-PS001-96,"799418019291","0","0","0","5","0","0","N"
DS-PS001-108,"799418019307","0","0","0","5","0","0","N"
DS-PS001-CUS,"799418019338","0","0","0","0","0","0","N"
DS-CHX4-SW,"799418019185","33","33","0","0","33","33","N"
DS-EFCH10A,"","0","","","0","0","0","N"
DS-EFCH10A-84,"799665818876","0","0","0","5","0","0","N"
DS-EFCH10A-96,"799665818883","0","0","0","5","0","0","N"
DS-EFCH10A-108,"799665818906","0","0","0","5","0","0","N"
DS-EFCH10A-120,"799665818890","0","0","0","5","0","0","N"
DS-EFCH10A-CUS,"799665818913","0","0","0","0","0","0","N"
DS-D22012,"","0","","","0","0","0","N"
DS-D22012-84,"799665818753","0","0","0","5","0","0","N"
DS-D22012-96,"799665818760","0","0","0","5","0","0","N"
DS-D22012-108,"799665818784","0","0","0","5","0","0","N"
DS-D22012-120,"799665818777","0","0","0","5","0","0","N"
DS-D22012-CUS,"799665818791","0","0","0","0","0","0","N"
DS-D22012-SW,"799665817060","19","19","0","0","19","19","N"
DS-CHX14,"","184","","","0","0","0","N"
DS-CHX14-84,"799418019079","87","0","87","5","82","87","N"
DS-CHX14-96,"799418019086","56","0","56","5","51","56","N"
DS-CHX14-108,"799418019093","14","0","14","10","4","14","N"
DS-CHX14-120,"799418019109","27","0","27","5","22","27","N"
DS-CHX14-CUS,"799418019123","0","0","0","0","0","0","N"
DS-SLK33,"","0","","","0","0","0","N"
DS-SLK33-84,"799418019000","0","0","0","0","0","0","N"
DS-SLK33-96,"799418019017","0","0","0","0","0","0","N"
DS-SLK33-108,"799418019024","0","0","0","0","0","0","N"
DS-SLK33-120,"799418019031","0","0","0","0","0","0","N"
DS-SLK33-CUS,"799418019055","0","0","0","0","0","0","N"
DS-SLK196,"","0","","","0","0","0","N"
DS-SLK196-84,"799418019703","0","0","0","0","0","0","N"
DS-SLK196-96,"799418019710","0","0","0","0","0","0","N"
DS-SLK196-108,"799418019727","0","0","0","0","0","0","N"
DS-SLK196-120,"799418019734","0","0","0","0","0","0","N"
DS-SLK196-CUS,"799418019758","0","0","0","0","0","0","N"
DS-SLK83,"","0","","","0","0","0","N"
DS-SLK83-84,"799418019567","0","0","0","0","0","0","N"
DS-SLK83-96,"799418019574","0","0","0","0","0","0","N"
DS-SLK83-108,"799418019581","0","0","0","0","0","0","N"
DS-SLK83-120,"799418019598","0","0","0","0","0","0","N"
DS-SLK83-CUS,"799418019611","0","0","0","0","0","0","N"
DS-SLK50,"","0","","","0","0","0","N"
DS-SLK50-CUS,"799418019680","0","0","0","0","0","0","N"
DS-CHX4,"","-1","","","0","0","0","N"
DS-CHX4-84,"799418019147","0","0","0","0","0","0","N"
DS-CHX4-96,"799418019154","0","0","0","0","0","0","N"
DS-CHX4-108,"799418019161","0","0","0","0","0","0","N"
DS-CHX4-120,"799418019178","0","0","0","0","0","0","N"
DS-CHX4-CUS,"799418019192","0","0","0","0","0","0","N"
DS-TS002-SW,"799418019888","24","24","0","0","24","24","N"
DS-TS001-SW,"799418019819","21","21","0","0","21","21","N"
DS-SLK02-SW,"799418019536","0","0","0","0","0","0","N"
DS-PS002-SW,"799418019390","28","28","0","0","28","28","N"
DS-PS003-SW,"799418019468","33","33","0","0","33","33","N"
DS-CHX14-SW,"799418019116","31","31","0","0","31","31","N"
DS-SLK33-SW,"799418019048","22","22","0","0","22","22","N"
DS-SLK196-SW,"799418019741","26","26","0","0","26","26","N"
DS-SLK83-SW,"799418019604","33","33","0","0","33","33","N"
DS-SLK50-SW,"799418019673","35","35","0","0","35","35","N"
DS-PS001-SW,"799418019321","33","33","0","0","33","33","N"
SS-SCY22-SW,"799665811136","28","28","0","0","28","28","N"
SS-SG17-SW,"799665811198","33","33","0","0","33","33","N"
SS-ROM,"","0","","","0","0","0","N"
SS-SBR13-FB,"799665819705","0","0","0","0","0","0","N"
SS-ROM-CAS,"799665813611","0","0","0","0","0","0","N"
DS-MSTK1-FB,"799418019277","0","0","0","0","0","0","N"
SS-ROM-SFL,"799665813758","0","0","0","0","0","0","N"
SS-SBN11-FB,"799665820121","0","0","0","0","0","0","N"
SS-SCY22-FB,"799665819644","0","0","0","0","0","0","N"
SS-ROM-FSL,"799665813895","0","0","0","0","0","0","N"
SS-ROM-RLX,"799418019918","0","0","0","0","0","0","N"
SS-SCB01-FB,"799665820183","0","0","0","0","0","0","N"
SS-SGD21-FB,"799665819941","0","0","0","0","0","0","N"
SS-SMR04-FB,"799665819767","0","0","0","0","0","0","N"
SS-SMB19-FB,"799665820244","0","0","0","0","0","0","N"
SS-SPW28-FB,"799665820305","0","0","0","0","0","0","N"
SS-SG05-FB,"799665820008","0","0","0","0","0","0","N"
SS-SSB02-FB,"799665819880","0","0","0","0","0","0","N"
SS-SG17-FB,"799665819828","0","0","0","0","0","0","N"
SS-STG16-FB,"799665820060","0","0","0","0","0","0","N"
DIS-ROM,"","-2","","","0","0","0","N"
DIS-ID7727-FB,"799665819163","0","0","0","0","0","0","N"
DIS-ID20-FB,"799665819026","0","0","0","0","0","0","N"
DIS-ID15-FB,"799665819002","0","0","0","0","0","0","N"
DIS-ID1-FB,"799665818944","0","0","0","0","0","0","N"
DIS-ID224-FB,"799418021348","0","0","0","0","0","0","N"
DIS-ID124-FB,"799665818982","0","0","0","0","0","0","N"
DIS-ID37-FB,"799665819088","0","0","0","0","0","0","N"
DIS-ID221-FB,"799665819040","0","0","0","0","0","0","N"
DIS-ID7906-FB,"799665819200","0","0","0","0","0","0","N"
DIS-ID511-FB,"799665819125","0","0","0","0","0","0","N"
DIS-ID68-FB,"799665819149","0","0","0","0","0","0","N"
DIS-ID7806-FB,"799665819187","0","0","0","0","0","0","N"
DIS-ID112-FB,"799665818968","0","0","0","0","0","0","N"
DIS-ID9-FB,"799665819224","0","0","0","0","0","0","N"
DIS-ID50-FB,"799665819101","0","0","0","0","0","0","N"
DS-ROM,"","0","","","0","0","0","N"
DS-ROM-CAS,"799665813635","0","0","0","0","0","0","N"
DS-ROM-SFL,"799665813772","0","0","0","0","0","0","N"
DS-TS002-FB,"799418019901","0","0","0","0","0","0","N"
DS-TS001-FB,"799418019833","0","0","0","0","0","0","N"
DS-ROM-FSL,"799665813918","0","0","0","0","0","0","N"
DS-ROM-RLX,"799418019932","0","0","0","0","0","0","N"
DS-SLK02-FB,"799418019550","0","0","0","0","0","0","N"
DS-PS002-FB,"799418019413","0","0","0","0","0","0","N"
DS-PS003-FB,"799418019482","0","0","0","0","0","0","N"
DS-PS001-FB,"799418019345","0","0","0","0","0","0","N"
DS-SLK196-FB,"799418019765","0","0","0","0","0","0","N"
DS-SLK83-FB,"799418019628","0","0","0","0","0","0","N"
DS-SLK50-FB,"799418019697","0","0","0","0","0","0","N"
DS-DST2-FB,"799665817541","0","0","0","0","0","0","N"
DS-DST4-FB,"799665817480","0","0","0","0","0","0","N"
DS-TF708-FB,"799665817244","0","0","0","0","0","0","N"
DS-TF959-FB,"799665817725","0","0","0","0","0","0","N"
DS-ASST100-FB,"799665817664","0","0","0","0","0","0","N"
DS-MDSTK5-FB,"799665817305","0","0","0","0","0","0","N"
DS-D42012-FB,"799665817428","0","0","0","0","0","0","N"
DS-DUPST1-FB,"799665817183","0","0","0","0","0","0","N"
DS-D12012-FB,"799665817367","0","0","0","0","0","0","N"
DS-TFSN25-FB,"799665817787","0","0","0","0","0","0","N"
DS-DXB69-FB,"799665818265","0","0","0","0","0","0","N"
DS-TF926-FB,"799665817602","0","0","0","0","0","0","N"
DS-TF514-FB,"799665818388","0","0","0","0","0","0","N"
DS-TF940-FB,"799665818326","0","0","0","0","0","0","N"
DS-SDG6-FB,"799665818500","0","0","0","0","0","0","N"
DS-TFSN30-FB,"799665818142","0","0","0","0","0","0","N"
DS-DXB66-FB,"799665817848","0","0","0","0","0","0","N"
DS-MSTK4-FB,"799665817121","0","0","0","0","0","0","N"
DS-TFSN33-FB,"799665818029","0","0","0","0","0","0","N"
DS-TF944-FB,"799665818562","0","0","0","0","0","0","N"
DS-MSTK5-FB,"799665818449","0","0","0","0","0","0","N"
DS-DXB20-FB,"799665818203","0","0","0","0","0","0","N"
DS-SLK136-FB,"799665817961","0","0","0","0","0","0","N"
DS-SSL28-FB,"799665818081","0","0","0","0","0","0","N"
DS-D32012-FB,"799665818623","0","0","0","0","0","0","N"
DS-MDSTK2-FB,"799665817909","0","0","0","0","0","0","N"
DS-CHX4-FB,"799418019208","0","0","0","0","0","0","N"
DS-CHX14-FB,"799418019130","0","0","0","0","0","0","N"
DS-SLK33-FB,"799418019062","0","0","0","0","0","0","N"
DS-EFCH14-FB,"799665818746","0","0","0","0","0","0","N"
DS-EFCH38-FB,"799665818685","0","0","0","0","0","0","N"
DS-EFCH10A-FB,"799665818920","0","0","0","0","0","0","N"
DS-D22012-FB,"799665818807","0","0","0","0","0","0","N"
DS-TLT17-FB,"799665818869","0","0","0","0","0","0","N"
PDCH-ROM,"","0","","","0","0","0","N"
PDCH-ROM-CAS,"799665813628","0","0","0","0","0","0","N"
PDCH-KBS6-FB,"799665823450","0","0","0","0","0","0","N"
PDCH-ROM-SFL,"799665813765","0","0","0","0","0","0","N"
PDCH-ROM-FSL,"799665813901","0","0","0","0","0","0","N"
PDCH-ROM-RLX,"799418021607","0","0","0","0","0","0","N"
PTSCH-ROM,"","0","","","0","0","0","N"
PTSCH-13404-FB,"799665833817","0","0","0","0","0","0","N"
PTSCH-ROM-CAS,"799665813642","0","0","0","0","0","0","N"
PTSCH-ROM-SFL,"799665813789","0","0","0","0","0","0","N"
PTSCH-13401-FB,"799665833572","0","0","0","0","0","0","N"
PTSCH-13402-FB,"799665833657","0","0","0","0","0","0","N"
PTSCH-ROM-FSL,"799665813925","0","0","0","0","0","0","N"
PTSCH-ROM-RLX,"799418019949","0","0","0","0","0","0","N"
PTSCH-11083-FB,"799665824990","0","0","0","0","0","0","N"
PTSCH-11089-FB,"799665824976","0","0","0","0","0","0","N"
PTSCH-11091-FB,"799665824839","0","0","0","0","0","0","N"
PTSCH-11095-FB,"799665824914","0","0","0","0","0","0","N"
PTSCH-11096-FB,"799665824693","0","0","0","0","0","0","N"
PTSCH-12012-FB,"799665824655","0","0","0","0","0","0","N"
PTSCH-13400-FB,"799665833497","0","0","0","0","0","0","N"
PTSCH-13403-FB,"799665833732","0","0","0","0","0","0","N"
PTSCH-32012-FB,"799665824853","0","0","0","0","0","0","N"
PTSCH-42012-FB,"799665824891","0","0","0","0","0","0","N"
PTSCH-52012-FB,"799665824877","0","0","0","0","0","0","N"
PTSCH-SLK218-FB,"799665824945","0","0","0","0","0","0","N"
PTSCH-72012-FB,"799665824808","0","0","0","0","0","0","N"
PTSCH-SLK211-FB,"799665825027","0","0","0","0","0","0","N"
PTSCH-11098-FB,"799665824716","0","0","0","0","0","0","N"
PTSCH-11100-FB,"799665824754","0","0","0","0","0","0","N"
PTSCH-11082-FB,"799665824778","0","0","0","0","0","0","N"
PTSCH-11087-FB,"799665824679","0","0","0","0","0","0","N"
PTSCH-11093-FB,"799665824730","0","0","0","0","0","0","N"
VPCH-ROM,"","0","","","0","0","0","N"
VPCH-192018-FB,"799665830755","0","0","0","0","0","0","N"
VPCH-ROM-CAS,"799665813659","0","0","0","0","0","0","N"
VPCH-ROM-SFL,"799665813796","0","0","0","0","0","0","N"
VPCH-192315-FB,"799665830809","0","0","0","0","0","0","N"
VPCH-190622-FB,"799665831165","0","0","0","0","0","0","N"
VPCH-ROM-FSL,"799665813932","0","0","0","0","0","0","N"
VPCH-ROM-RLX,"799418019956","0","0","0","0","0","0","N"
VPCH-120601-FB,"799665830656","0","0","0","0","0","0","N"
VPCH-190912-FB,"799665830700","0","0","0","0","0","0","N"
VPCH-194023-FB,"799665830953","0","0","0","0","0","0","N"
VPCH-184005-FB,"799665831103","0","0","0","0","0","0","N"
VPCH-110602-FB,"799665830601","0","0","0","0","0","0","N"
VPCH-145002-FB,"799665831059","0","0","0","0","0","0","N"
VPCH-194007-FB,"799665830908","0","0","0","0","0","0","N"
VPCH-141113-FB,"799665831004","0","0","0","0","0","0","N"
CC-ROM,"","0","","","0","0","0","N"
CC-MA3-FB,"799418022772","0","0","0","0","0","0","N"
CC-ROM-CAS,"799665813666","0","0","0","0","0","0","N"
CC-ROM-SFL,"799665813802","0","0","0","0","0","0","N"
CC-CD17-FB,"799418017495","0","0","0","0","0","0","N"
CC-CD38-FB,"799418017709","0","0","0","0","0","0","N"
CC-ROM-FSL,"799665813949","0","0","0","0","0","0","N"
CC-ROM-RLX,"799418019963","0","0","0","0","0","0","N"
CC-CD22-FB,"799418017563","0","0","0","0","0","0","N"
CC-TEALBB29-FB,"799418022635","0","0","0","0","0","0","N"
CC-MABB26-FB,"799418017846","0","0","0","0","0","0","N"
CC-MA7-FB,"","0","0","0","0","0","0","N"
CC-MASB81-FB,"","0","0","0","0","0","0","N"
CC-MA1-FB,"","0","0","0","0","0","0","N"
CC-MA6-FB,"799418017426","0","0","0","0","0","0","N"
CC-CD44-FB,"","0","0","0","0","0","0","N"
CC-CD35-FB,"799418017631","0","0","0","0","0","0","N"
CC-CD36-FB,"","0","0","0","0","0","0","N"
CC-CD37-FB,"","0","0","0","0","0","0","N"
CC-MA2-FB,"","0","0","0","0","0","0","N"
CC-MA8-FB,"","0","0","0","0","0","0","N"
CC-MA4-FB,"","0","0","0","0","0","0","N"
CC-CD14-FB,"","0","0","0","0","0","0","N"
CC-CD42-FB,"","0","0","0","0","0","0","N"
CC-MA5-FB,"799418017358","0","0","0","0","0","0","N"
CC-MAMGBB02-FB,"","0","0","0","0","0","0","N"
CC-SB73-FB,"","0","0","0","0","0","0","N"
CC-MABB32-FB,"","0","0","0","0","0","0","N"
CC-CD29-FB,"799418017778","0","0","0","0","0","0","N"
CC-CD43-FB,"","0","0","0","0","0","0","N"
CC-CD34-FB,"","0","0","0","0","0","0","N"
CC-MA71-FB,"","0","0","0","0","0","0","N"
CC-MASB78-FB,"","0","0","0","0","0","0","N"
JQCH-HANB4,"","227","","","0","0","0","N"
JQCH-HANB4-84,"799418012698","45","0","45","0","45","45","N"
JQCH-HANB4-96,"799418012704","66","0","66","0","66","66","N"
JQCH-HANB4-108,"799418012711","74","0","74","0","74","74","N"
JQCH-HANB4-120,"799418012728","42","0","42","0","42","42","N"
 	JQCH-HANB4-CUS,"799418012742","0","0","0","0","0","0","N"
JQCH-HANB6,"","-1","","","0","0","0","N"
JQCH-HANB6-84,"799418012971","0","0","0","0","0","0","N"
JQCH-HANB6-96,"799418012988","0","0","0","0","0","0","N"
JQCH-HANB6-108,"799418012995","0","0","0","0","0","0","N"
JQCH-HANB6-120,"799418013008","0","0","0","0","0","0","N"
JQCH-HANB6-CUS,"799418013022","0","0","0","0","0","0","N"
JQCH-HANB13D,"","185","","","0","0","0","N"
JQCH-HANB13D-84,"799418013749","22","0","22","0","22","22","N"
JQCH-HANB13D-96,"799418013756","74","0","74","0","74","74","N"
JQCH-HANB13D-108,"799418013763","53","0","53","0","53","53","N"
JQCH-HANB13D-120,"799418013770","38","0","38","0","38","38","N"
JQCH-HANB13D-CUS,"799418013794","0","0","0","0","0","0","N"
EFSCH-20134A,"","208","","","0","0","0","N"
EFSCH-20134A-84,"799418015101","0","0","0","0","0","0","N"
EFSCH-20134A-96,"799418015118","80","0","80","0","80","80","N"
EFSCH-20134A-108,"799418015125","91","0","91","0","91","91","N"
EFSCH-20134A-120,"799418015132","38","0","38","0","38","38","N"
EFSCH-20134A-CUS,"799418015156","0","0","0","0","0","0","N"
EFSCH-20134F1,"","289","","","0","0","0","N"
EFSCH-20134F1-84,"799418015248","0","0","0","0","0","0","N"
EFSCH-20134F1-96,"799418015255","105","0","105","0","105","105","N"
EFSCH-20134F1-108,"799418015262","118","0","118","0","118","118","N"
EFSCH-20134F1-120,"799418015279","66","0","66","0","66","66","N"
EFSCH-20134F1-CUS,"799418015293","0","0","0","0","0","0","N"
EFSCH-20134E1,"","-1","","","0","0","0","N"
EFSCH-20134E1-84,"799418014890","0","0","0","0","0","0","N"
EFSCH-20134E1-96,"799418014906","130","0","130","0","130","130","N"
 	EFSCH-20134E1-108,"799418014913","130","0","130","0","130","130","N"
EFSCH-20134E1-120,"799418014920","78","0","78","0","78","78","N"
EFSCH-20134E1-CUS,"799418014944","0","0","0","0","0","0","N"
EFSCH-20136A,"","0","","","0","0","0","N"
EFSCH-20136A-84,"799418015316","0","0","0","0","0","0","N"
EFSCH-20136A-96,"799418015323","101","0","101","0","101","101","N"
EFSCH-20136A-108,"799418015330","95","0","95","0","95","95","N"
EFSCH-20136A-120,"799418015347","43","0","43","0","43","43","N"
EFSCH-20136A-CUS,"799418015361","0","0","0","0","0","0","N"
PTSCH-11096,"","0","","","0","0","0","N"
PTSCH-11096-84,"610395223542","0","0","0","0","0","0","N"
PTSCH-11096-96,"610395223559","0","0","0","0","0","0","N"
PTSCH-11096-108,"610395223566","0","0","0","0","0","0","N"
PTSCH-11096-120,"610395223573","0","0","0","0","0","0","N"
PTSCH-11096-CUS,"799665815783","0","0","0","0","0","0","N"
JQCH-HANB2-SW,"799418012520","29","29","0","0","29","29","N"
JQCH-HANB4-SW,"799418012735","34","34","0","0","34","34","N"
JQCH-HANB5C-SW,"799418012940","34","34","0","0","34","34","N"
JQCH-HANB8-SW,"799418013152","31","31","0","0","31","31","N"
JQCH-HANB11-SW,"799418013367","35","35","0","0","35","35","N"
